Title,Authors,Periodical-Title,Pub-Year,PMID
Community-based randomised controlled trial evaluating falls and osteoporosis risk management strategies,"Ciaschini, P. M.; Straus, S. E.; Dolovich, L. R.; Goeree, R. A.; Leung, K. M.; Woods, C. R.; Zimmerman, G. M.; Majumdar, S. R.; Spadafora, S.; Fera, L. A.; Lee, H. N.",Trials,2008,
Effects of a chronic exercise training protocol on oxidative stress and right ventricular hypertrophy in monocrotaline-treated rats,"Souza-Rabbo, Maristela; Silva, Luis F. F.; Auzani, Jorge A. S.; Picoral, Marcus; Khaper, Neelam; Belló-Klein, Adriane",Clinical And Experimental Pharmacology And Physiology,2008,
"Extended release quetiapine fumarate (quetiapine XR) monotherapy in long-term treatment of generalized anxiety disorder (GAD): Efficacy and tolerability results from a randomized, placebo-controlled trial","Katzman, Martin; Brawman-Mintzer, Olga; Reyes, Efren; Olausson, Bengt; Liu, Sherry; Brecher, Martin",Biological Psychiatry,2008,
Final report of a Canadian phase III trial of 3 vs 8 months Neoadjuvant androgen deprivation prior to 66 gray external beam radiotherapy for clinically localized prostate cancer,"Crook, J. M.; Ludgate, C.; Malone, S.; Eapen, L.; Perry, G.; Bowen, J.; Robertson, S.; Lockwood, G.",International Journal Of Radiation Oncology Biology Physics,2008,
"Liposomal Polymyxin B: Preparation, Characterization and Evaluation of its Activity towards Gram-negative Bacterial Strains","Alipour, M.; Omri, A.; Halwani, M.; Suntres, Z.",International journal of pharmaceutics,2008,
"Lys-110 is essential for targeting PCNA to replication and repair foci, and the K110A mutant activates apoptosis","Kim, Byung Ju; Lee, Hoyun",Biology of the Cell,2008,
Management of kidney cancer: Canadian kidney cancer forum consensus statement,"Jewett, M. A. S.; Knox, J. J.; Kollmonnsberger, C.; Basiuk, J.; Finelli, A.; Hotte, S.; Kapoor, A.; Karokiewicz, P.; Rendon, R.; Soulieres, D.; Tanguay, S.; Venner, P.; Wood, L.; Browman, G.; Clark, T.; Drachenberg, D.; Evans, A.; Gallie, B.; Haider, M.; Hudes, G.; MacKenzie, A.; Maskens, D.; Milosevic, M.; Negrier, S.; Pautler, S.; Reaume, N.; Wood, C.; Abugaber, A.; Andrew, S.; Assi, H.; Bagnell, S.; Bojula, N.; Bisson, B.; Bjarnasson, G.; Brigden, M.; Canil, C.; Chatters, D.; Chin, J.; Chin, S.; Clark, S.; French, C.; Gage, H.; Gianfelice, D.; Grant, R.; Gregg, R.; Guerra, O.; Hazenberg, I.; Kachura, J.; Mayhew, L.; North, S.; O'Brien, P.; Pituskin, E.; Reid, I.; Ross, D.; Ross, K.; Ruether, D.; Sridhar, K.; Stubbs, K.; Sturgeon, J.; Willacy, J.; Willacy, R.; Wong, R.; Zwonenburg, H.; Canadian Kidney Canc, Forum 2008",CUAJ - Canadian Urological Association Journal,2008,
MR Imaging-Compatible Electrode System for an Electroencephalography Epilepsy Monitoring Unit,"Mirsattari, S. M.; Tapsell, L. M.; Ives, J. R.; Lee, D. H.",American Journal Of Neuroradiology,2008,
One-way PCR-based mapping of a replication initiation point (RIP),"Romero, Julia; Lee, Hoyun",Nature Protocols,2008,
"p21(Cip1) expression is increased in ambient oxygen, compared to estimated physiological (5%) levels in rat muscle precursor cell culture","Lees, S. J.; Childs, T. E.; Booth, F. W.",Cell proliferation,2008,
Physiological weight loss in the breastfed neonate: a systematic review,"Noel-Weiss, Joy; Courant, Genevieve; Woodend, A. K.",Open Medicine,2008,
"Polymorphisms in manganese superoxide dismutase, myeloperoxidase and glutathione-S-transferase and survival after treatment for metastatic breast cancer","Bewick, Mary A.; Conlon, Michael S. C.; Lafrenie, Robert M.",Breast cancer research and treatment,2008,
"Reassessing the northern limit of maize consumption in North America: stable isotope, plant microfossil, and trace element content of carbonized food residue","Boyd, M.; Varney, T.; Surette, C.; Surette, J.",Journal Of Archaeological Science,2008,
Reduced physical activity and risk of chronic disease: the biology behind the consequences,"Booth, Frank W.; Laye, Matthew J.; Lees, Simon J.; Rector, R. Scott; Thyfault, John P.",European journal of applied physiology,2008,
Role of drug transporters and drug accumulation in the temporal acquisition of drug resistance,"Hembruff, Stacey L.; Laberge, Monique L.; Villeneuve, David J.; Guo, Baoqing; Veitch, Zachary; Cecchetto, Melanie; Parissenti, Amadeo M.",BMC cancer,2008,
Stability of methylnicotinate in aqueous solution as utilized in the 'niacin patch test',"Ross, Brian M.; Katzman, Martin",BMC Research Notes,2008,
Sub-parts per billion detection of trace volatile chemicals in human breath using selected ion flow tube mass spectrometry,"Ross, B. M.",BMC research notes,2008,
Synchronous renal cell carcinoma and adrenocortical carcinoma: a rare case report and clinicopathologic approach,"Jani, Prashant; Nasr, Ahmed Lotfy; El Demellawy, Dina",Canadian Journal Of Urology,2008,
Synthesis and cytotoxic activity of diosgenyl saponin analogues,"Kaskiw, M. J.; Tassotto, M. L.; Th'ng, J.; Jiang, Z. H.",Bioorganic & medicinal chemistry,2008,
Synthesis and in vitro cytotoxicity evaluation of 4-aminoquinoline derivatives,"Zhang, Haiwen; Solomon, V. Raja; Hu, Changkun; Ulibarri, Gerardo; Lee, Hoyun",Biomedicine & Pharmacotherapy,2008,
The efficacy and selectivity of tumor cell killing by Akt inhibitors are substantially increased by chloroquine,"Hu, Changkun; Solomon, V. Raja; Ulibarri, Gerardo; Lee, Hoyun",Bioorganic & medicinal chemistry,2008,
The role of redox signaling in cardiac hypertrophy induced by experimental hyperthyroidism,"Araujo, A. S. R.; Schenkel, P.; Enzveiler, A. T.; Fernandes, T. R. G.; Partata, W. A.; Llesuyl, S.; Ribeiro, M. F. M.; Khaper, N.; Singal, P. K.; Bello-Klein, A.",Journal Of Molecular Endocrinology,2008,
"Up-regulation of the proapoptotic caspase 2 splicing isoform by a candidate tumor suppressor, RBM5","Fushimi, K.; Ray, P.; Kar, A.; Wang, L.; Sutherland, L. C.; Wu, J. Y.",Proceedings of the National Academy of Sciences of the United States of America,2008,
Using the resident assessment instrument-mental health (RAI-MH) to determine levels of care for individuals with serious mental illness,"Gibbons, Carrie; Dubois, Sacha; Ross, Stephanie; Parker, Barbara; Morris, Kelly; Rn, Therese Lim; Bedard, Michel",Journal of behavioral health services & research,2008,
Venous but not skeletal muscle interstitial nitric oxide is increased during hypobaric hypoxia,"Leuenberger, Urs A.; Johnson, Douglas; Loomis, Joseph; Gray, Kristen S.; MacLean, David A.",European journal of applied physiology,2008,
What's mine is yours - open source as a new paradigm for sustainable healthcare education,"Ellaway, Rachel; Martin, Ross D.",Medical teacher,2008,
Zinc induces motor neuron death via a selective inhibition of brain-derived neurotrophic factor activity,"Post, J. I.; Eibl, J. K.; Ross, G. M.",Amyotrophic lateral sclerosis,2008,
Zinc-Fortified Foods Do Not Improve Intake of Total Dietary Zinc for Ontario Preschoolers,"Hennessy-Priest, Kathleen A.; Mustard, Jill L.; Keller, Heather H.; Rysdale, Lee A.; Beyers, Joanne E.; Goy, Richard; Simpson, Janis Randall",Journal of the American college of nutrition,2008,
"A flexible-dose, open-label trial evaluating the efficacy and safety of quetiapine (Seroquel®) as adjunctive pharmacotherapy for the treatment of Generalized Anxiety Disorder (GAD)","Katzman, M.; Vermani, M.; Jacobs, L.; Marcus, M.; Kong, B.; Lessard, S.; Galarraga, W.; Struzik, L.; Gendron, A.",Depression And Anxiety,2007,
Activation of apoptotic processes during transition from hypertrophy to heart failure in guinea pigs,"Sharma, A. K.; Dhingra, S.; Khaper, N.; Singal, P. K.",American Journal Of Physiology - Heart And Circulatory Physiology,2007,
An XML standard for virtual patients: exchanging case-based simulations in medical education,"Triola, M. M.; Campion, N.; McGee, J. B.; Albright, S.; Greene, P.; Smothers, V.; Ellaway, R.",AMIA Annual Symposium proceedings,2007,
Antioxidant modulation of oxidant-stimulated uptake and release of arachidonic acid in eicosapentaenoic acid-supplemented human lymphoma U937 cells,"Obajimi, Oluwakemi; Black, Kenneth D.; Glen, Iain; Ross, Brian M.",Prostaglandins Leukotrienes and Essential Fatty Acids,2007,
Bactericidal efficacy of liposomal aminoglycosides against Burkholderia cenocepacia,"Halwani, Majed; Mugabe, Clement; Azghani, Ali O.; Lafrenie, Robert M.; Kumar, Aseem; Omri, Abdelwahab",Journal of Antimicrobial Chemotherapy,2007,
Biomarkers of oxidative stress in schizophrenic and control subjects,"Young, J.; McKinney, S. B.; Ross, B. M.; Wahle, K. W. J.; Boyle, S. P.",Prostaglandins Leukotrienes and Essential Fatty Acids,2007,
Case 1: What a cheek!,"Johnston, Donna L.; Hatton, Jacqueline M.; Madden, Joseph; Briggs, Valerie; Chou, Shirley; Friedman, Jeremy",Paediatrics & Child Health,2007,
Changes in expression of cell wall turnover genes accompany inhibition of chromosome segregation by bovine protein kinase C alpha expression in Saccharomyces cerevisiae,"Sprowl, J. A.; Villeneuve, D. J.; Guo, B.; Young, A. J.; Hembruff, S. L.; Parissenti, A. M.",Cell biology international,2007,
Characterization of proliferating cell nuclear antigen (PCNA) isoforms in normal and cancer cells: There is no cancer-associated form of PCNA,"Naryzhny, Stanislav N.; Lee, Hoyun",FEBS letters,2007,
Considering the paraprofessional: one option for overcoming rural health human resource deficits,"Minore, J. B.; Boone, M.; Arthur, A.",Cahiers de sociologie et de demographie medicales,2007,
Cross-referencing the Scottish Doctor and Tomorrow's Doctors learning outcome frameworks,"Ellaway, Rachel; Evans, Phillip; Mckillop, Jim; Cameron, Helen; Morrison, Jill; Mckenzie, Hamish; Mires, Gary; Pippard, Martin; Simpson, John; Cumming, Allan; Harden, Ronald; Guild, Simon",Medical teacher,2007,
Cyclic AMP signaling contributes to neural plasticity and hyperexcitability in AH sensory neurons following intestinal Trichinella spiralis-induced inflammation,"Chen, Z.; Suntres, Z.; Palmer, J.; Guzman, J.; Javed, A.; Xue, J.; Yu, J. G.; Cooke, H.; Awad, H.; Hassanain, H. H.; Cardounel, A. J.; Christofi, F. L.",International journal for parasitology,2007,
Determination of the nu(e) and total B-8 solar neutrino fluxes using the Sudbury Neutrino Observatory Phase I data set,"Aharmim, B.; Ahmad, Q. R.; Ahmed, S. N.; Allen, R. C.; Andersen, T. C.; Anglin, J. D.; Buehler, G.; Barton, J. C.; Beier, E. W.; Bercovitch, M.; Bergevin, M.; Bigu, J.; Biller, S. D.; Black, R. A.; Blevis, I.; Boardman, R. J.; Boger, J.; Bonvin, E.; Boulay, M.",Physical Review C,2007,
Developing rural communities' capacity for palliative care: a conceptual model,"Kelley, M. L.",Journal of palliative care,2007,
Development of a palliative care education program in rural long-term care facilities,"Kortes-Miller, Kathy; Habjan, Sonja; Kelley, Mary Lou; Fortier, Marilyn",Journal of palliative care,2007,
Disturbed diurnal rhythm alters gene expression and exacerbates cardiovascular disease with rescue by resynchronization,"Martino, Tami A.; Tata, Nazneen; Belsham, Denise D.; Chalmers, Jennifer; Straume, Marty; Lee, Paul; Pribiag, Horia; Khaper, Neelam; Liu, Peter P.; Dawood, Fayez; Backx, Peter H.; Ralph, Martin R.; Sole, Michael J.",Hypertension,2007,
eMedical Teacher. Educational technology as mirror and spotlight,"Ellaway, R.",Medical teacher,2007,
eMedical teacher. Impact of online social networks and the ways they impact on medical education,"Ellaway, R.",Medical teacher,2007,
End-of-life issues for aboriginal patients,"Kelly, Len; Minty, Alana",Canadian Family Physician,2007,
Exercise training prevents development of cardiac contractile dysfunction in hypertensive TG(mREN2)27 rats,"Morris, R. Tyler; Fine, Deborah M.; Lees, Simon J.; Booth, Frank W.; Link, C. Daniel; Ferrario, Carlos M.; Stump, Craig S.; Sowers, James R.",Journal of the American Society of Hypertension,2007,
Fluorescence polarization in studies of bacterial cytoplasmic membrane fluidity under environmental stress,"Mykytczuk, N. C.; Trevors, J. T.; Leduc, L. G.; Ferroni, G. D.",Progress in biophysics and molecular biology,2007,
Functional overload attenuates plantaris atrophy in tumor-bearing rats,"Otis, Jeffrey S.; Lees, Simon J.; Williams, Jay H.",BMC Cancer,2007,
"Fundamental questions about genes, inactivity, and chronic diseases","Booth, Frank W.; Lees, Simon J.",Physiological Genomics,2007,
Gene expression profiles as biomarkers for the prediction of chemotherapy drug response in human tumour cells,"Parissenti, A. M.; Hembruff, S. L.; Villeneuve, D. J.; Veitch, Z.; Guo, B.; Eng, J.",Anti-Cancer Drugs,2007,
"Habitus, stress, and the body: The everyday production of health and cardiovascular risk","Angus, Jan; Rukholm, Ellen; St. Onge, Renee; Michel, Isabelle; Nolan, Robert P.; Lapum, Jennifer; Evans, Sarah",Qualitative health research,2007,
Handwriting performance on the ETCH-M of students in a grade one regular education program,"Feder, Katya P.; Majnemer, Annette; Bourbonnais, Daniel; Blayney, Marc; Morin, Isabelle",Physical & Occupational Therapy In Pediatrics,2007,
Identification and characterization of human Cdc7 nuclear retention and export sequences in the context of chromatin binding,"Kim, Byung Ju; Kim, So-Young; Lee, Hoyun",Journal of Biological Chemistry,2007,
Involvement of Syk protein tyrosine kinase in LPS-induced responses in macrophages,"Ulanova, M.; Asfaha, S.; Stenton, G.; Lint, A.; Gilbertson, D.; Schreiber, A.; Befus, D.",Journal of endotoxin research,2007,
Irreversible brain injury following status epilepticus,"Korngut, L.; Young, G. B.; Lee, D. H.; Hayman-Abello, B.; Mirsattari, S. M.",Epilepsy & Behavior,2007,
Measurement and analysis of behavioural disturbance among community-dwelling and institutionalized persons with dementia,"O'Rourke, Norm; Bedard, Michel; Bachner, Yaacov G.",Aging & Mental Health,2007,
"New thinking on an old problem: an introduction to ""the rural health workforce in Canada""","Pong, R. W.",Cahiers de sociologie et de demographie medicales,2007,
Non-communicable disease and injury-related mortality on rural and urban place of residence - A comparison between Canada and Australia,"Lagace, Claudia; Desmeules, Marie; Pong, Raymond W.; Heng, Denis",Canadian Journal of Public Health,2007,
Omega-3 fatty acid deficiency in major depressive disorder is caused by the interaction between diet and a genetically determined abnormality in phospholipid metabolism,"Ross, B. M.",Medical hypotheses,2007,
Omega-3 fatty acids as treatments for mental illness: which disorder and which fatty acid?,"Ross, Brian M.; Seguin, Jennifer; Sieswerda, Lee E.",Lipids in Health and Disease,2007,
"p21CiP1 expression is increased in ambient oxygen, compared to estimated physiological (5%) levels in rat primary muscle precursor cell culture","Lees, Simon James; Childs, Thomas Ellis; Booth, Frank",FASEB Journal,2007,
"Patient, informal caregiver and care provider acceptance of a hospital in the home program in Ontario, Canada","Lemelin, Jacques; Hogg, William E.; Dahrouge, Simone; Armstrong, Catherine Deri; Martin, Carmel M.; Zhang, Wei; Dusseault, Jo-Anne; Parsons-Nicota, Joy; Saginur, Raphael; Viner, Gary",BMC Health Services Research,2007,
Patterns of educational technology adoption and use,"Ellaway, R.",Medical teacher,2007,
Prophylactic effect of liposomal N-acetylcysteine against LPS-induced liver injuries,"Alipour, M.; Omri, A.; Smith, M. G.; Suntres, Z. E.",Journal of endotoxin research,2007,
RBM6-RBM5 transcription-induced chimeras are differentially expressed in tumours,"Wang, K.; Ubriaco, G.; Sutherland, L. C.",BMC genomics,2007,
Screening new cancer patients for psychological distress using the hospital anxiety and depression scale,"Sellick, Scot M.; Edwardson, Alan D.",Psycho-oncology,2007,
Sensitivity of 5-fluorouracil-resistant cancer cells to adenovirus suicide gene therapy,"Richard, C.; Duivenvoorden, W.; Bourbeau, D.; Massie, B.; Roa, W.; Yau, J.; Th'ng, J.",Cancer gene therapy,2007,
So no one dies alone: a study of hospice volunteering with rural seniors,"McKee, M.; Kelley, M. L.; Guirguis-Younger, M.",Journal of palliative care,2007,
Statins and dietary and serum cholesterol are associated with increased lean mass following resistance training,"Riechman, S. E.; Andrews, R. D.; Maclean, D. A.; Sheather, S.","Journals of gerontology.Series A, Biological sciences and medical sciences",2007,
Stress-induced changes in epinephrine expression in the adrenal medulla in vivo,"Tai, T. C.; Claycomb, R.; Siddall, B. J.; Bell, R. A.; Kvetnansky, R.; Wong, D. L.",Journal of neurochemistry,2007,
"Sulfur mustard toxicity following dermal exposure: role of oxidative stress, and antioxidant therapy","Paromov, V.; Suntres, Z.; Smith, M.; Stone, W. L.",Journal of burns and wounds,2007,
Testing the efficacy of the theory of planned behavior to explain strength training in older adults,"Dean, Rachel N.; Farrell, Jocelyn M.; Kelley, Mary Lou; Taylor, M. Jane; Rhodes, Ryan E.",Journal of Aging and Physical Activity,2007,
The apoptosis modulator and tumour suppressor protein RBM5 is a phosphoprotein,"Shu, Y.; Rintala-Maki, N. D.; Wall, V. E.; Wang, K.; Goard, C. A.; Langdon, C. E.; Sutherland, L. C.",Cell biochemistry and function,2007,
The combined use of thermal desorption and selected ion flow tube mass spectrometry for the quantification of xylene and toluene in air,"Ross, B. M.; Vermeulen, N.",Rapid communications in mass spectrometry : RCM,2007,
